timestamps,TP9,AF7,AF8,TP10,Right AUX
1587072149.396,141.602,-39.551,-354.004,-76.660,0.000
1587072149.400,251.465,-38.574,-277.344,-153.809,0.000
1587072149.404,-173.340,-39.551,-357.422,-37.109,0.000
1587072149.408,-366.211,-43.945,-442.383,52.734,0.000
1587072149.412,25.391,-39.062,-350.098,-43.457,0.000
1587072149.416,319.824,-35.156,-270.508,-135.254,0.000
1587072149.420,-15.625,-42.480,-425.781,-46.875,0.000
1587072149.423,-354.492,-42.969,-518.555,63.477,0.000
1587072149.427,-89.844,-39.062,-455.566,13.672,0.000
1587072149.431,275.879,-33.691,-292.969,-114.746,0.000
1587072149.435,103.516,-28.809,-261.230,-105.957,0.000
1587072149.439,-328.125,-42.969,-477.539,46.875,0.000
1587072149.443,-234.863,-54.688,-584.961,69.336,0.000
1587072149.447,230.957,-45.898,-357.910,-92.773,0.000
1587072149.451,212.891,-39.551,-315.430,-128.418,0.000
1587072149.455,-242.676,-45.898,-441.406,22.461,0.000
1587072149.459,-312.500,-45.898,-428.223,51.270,0.000
1587072149.462,138.184,-36.133,-301.270,-56.152,0.000
1587072149.466,313.965,-32.227,-329.590,-122.070,0.000
1587072149.470,-103.027,-41.016,-548.828,-33.691,0.000
1587072149.474,-371.094,-49.316,-607.910,71.289,0.000
1587072149.478,-6.348,-41.016,-290.527,-18.066,0.000
1587072149.482,302.734,-43.457,-272.461,-128.418,0.000
1587072149.486,-3.906,-52.246,-445.312,-54.688,0.000
1587072149.490,-376.465,-46.875,-439.941,51.758,0.000
1587072149.494,-145.508,-39.551,-350.098,2.441,0.000
1587072149.498,278.809,-40.527,-299.805,-135.742,0.000
1587072149.502,121.582,-48.340,-379.395,-116.211,0.000
1587072149.505,-319.824,-53.711,-425.781,42.480,0.000
1587072149.509,-235.840,-48.828,-418.945,50.781,0.000
1587072149.513,206.543,-48.340,-370.117,-101.562,0.000
1587072149.517,235.352,-51.758,-421.387,-130.859,0.000
1587072149.521,-199.219,-43.945,-416.992,-4.883,0.000
1587072149.525,-325.195,-40.527,-355.469,60.059,0.000
1587072149.529,95.215,-41.016,-349.609,-47.852,0.000
1587072149.533,295.898,-41.504,-354.492,-110.352,0.000
1587072149.537,-77.637,-43.457,-401.367,-15.137,0.000
1587072149.541,-358.398,-40.527,-441.895,59.082,0.000
1587072149.545,-49.805,-41.992,-418.945,-17.090,0.000
1587072149.548,292.480,-45.410,-332.031,-114.746,0.000
1587072149.552,42.969,-44.434,-280.273,-70.312,0.000
1587072149.556,-356.445,-44.922,-391.602,45.898,0.000
1587072149.560,-174.316,-47.852,-542.969,31.738,0.000
1587072149.564,270.508,-45.410,-516.602,-109.375,0.000
1587072149.568,172.852,-38.574,-308.594,-95.215,0.000
1587072149.572,-282.715,-41.992,-386.719,37.109,0.000
1587072149.576,-269.043,-46.387,-472.168,44.434,0.000
1587072149.580,192.383,-41.992,-315.918,-70.801,0.000
1587072149.584,266.113,-36.621,-268.066,-119.141,0.000
1587072149.587,-178.223,-37.598,-412.109,-13.672,0.000
1587072149.591,-341.309,-39.551,-476.562,49.805,0.000
1587072149.595,62.988,-36.133,-313.477,-55.664,0.000
1587072149.599,314.453,-32.715,-262.695,-146.484,0.000
1587072149.603,-43.457,-37.598,-388.184,-48.340,0.000
1587072149.607,-363.770,-43.457,-511.230,66.406,0.000
1587072149.611,-63.965,-44.434,-397.461,-9.277,0.000
1587072149.615,319.336,-38.086,-241.699,-130.371,0.000
1587072149.619,88.867,-37.109,-373.047,-84.961,0.000
1587072149.623,-340.332,-43.945,-567.383,45.898,0.000
1587072149.627,-184.570,-37.598,-454.102,27.344,0.000
1587072149.630,265.625,-31.250,-322.754,-109.375,0.000
1587072149.634,193.359,-31.250,-420.898,-118.164,0.000
1587072149.638,-259.766,-33.203,-474.609,19.531,0.000
1587072149.642,-283.203,-35.156,-374.512,58.594,0.000
1587072149.646,165.527,-32.715,-267.090,-69.336,0.000
1587072149.650,291.016,-33.203,-305.176,-130.371,0.000
1587072149.654,-125.000,-36.621,-449.219,-21.484,0.000
1587072149.658,-334.473,-34.180,-447.266,73.730,0.000
1587072149.662,35.156,-26.855,-296.387,-23.438,0.000
1587072149.666,315.918,-33.691,-432.617,-125.488,0.000
1587072149.670,-6.836,-39.551,-531.738,-49.316,0.000
1587072149.673,-355.469,-33.691,-365.723,76.172,0.000
1587072149.677,-90.332,-29.785,-354.004,12.695,0.000
1587072149.681,321.289,-27.832,-341.309,-136.719,0.000
1587072149.685,138.672,-30.762,-360.840,-87.891,0.000
1587072149.689,-304.199,-35.645,-380.371,51.758,0.000
1587072149.693,-208.008,-33.691,-395.020,42.480,0.000
1587072149.697,252.441,-27.832,-359.375,-81.055,0.000
1587072149.701,250.977,-26.855,-382.324,-98.145,0.000
1587072149.705,-207.520,-28.320,-391.602,13.672,0.000
1587072149.709,-307.617,-34.668,-433.594,49.805,0.000
1587072149.712,132.324,-36.621,-464.844,-61.035,0.000
1587072149.716,312.012,-27.344,-288.086,-122.070,0.000
1587072149.720,-85.938,-29.785,-338.867,-26.367,0.000
1587072149.724,-349.121,-39.551,-529.785,59.082,0.000
1587072149.728,11.230,-37.598,-441.895,-8.301,0.000
1587072149.732,349.609,-34.668,-227.539,-120.117,0.000
1587072149.736,40.039,-34.180,-282.715,-58.594,0.000
